SINR,RSRP,RSRQ,RSSI,DL,UL,RSSI_RSRP_ratio,delta_SINR,rolling_sinr_5,Normal_traffic
19.51899142822789,-88.66706291211597,-5.974752090171026,-74.29884126636077,28.539768850636754,5.843382707763219,-0.8379531021801225,0.0,19.51899142822789,1
11.646554477660397,-95.29619948986414,-9.728185767933086,-88.70907196243165,45.11721575442747,7.343139282107908,-0.9308773225630008,-7.872436950567492,15.582772952944143,1
-4.541216039644087,-79.41483161530668,-9.684904198085071,-54.7238425927433,5.0056160244860015,4.2686908667472245,-0.6890884333639664,-16.187770517304482,8.8747766220814,0
-0.23324144578894268,-95.04729333547184,-17.928033653676394,-75.8521285951627,0.5728938920412293,0.780960955053208,-0.7980461634966766,4.307974593855144,6.597772105113814,0
26.969629364719417,-83.76726587778218,-10.870790640997917,-72.77810587948517,29.132254496860355,8.871079630528575,-0.8688131843392912,27.202870810508358,10.672143557034934,1
11.243676234533698,-94.71503833909519,-11.984315153795086,-74.05658037108945,28.00416099551269,13.430097948227253,-0.7818882923751411,-15.725953130185719,9.017080518296094,1
0.06553668541029722,-78.80771799177747,-14.277917594152173,-60.11638952295037,4.083575846892915,6.936851620785978,-0.7628236204783787,-11.1781395491234,6.700876959846076,0
24.35961830427973,-99.95686299637212,-12.921295033197397,-93.47555825003067,34.513326061105445,6.029412815316396,-0.9351589727087007,24.294081618869434,12.48104382863084,1
11.216307990374842,-86.10730865311567,-3.4113926357994693,-76.58144558923112,24.94588665347292,8.144324575957114,-0.8893721787121256,-13.14331031390489,14.770953715863598,1
11.85367415199426,-81.8606608855778,-5.555727400807702,-69.7568841630786,7.810900439711187,6.388637291749746,-0.8521417070947035,0.6373661616194184,11.747762673318565,1
13.273297488550567,-86.89049156745354,-6.151075504150398,-72.00171484702636,31.590259520210964,8.180904629723699,-0.8286489432791633,1.419623336556306,12.153686924121939,1
16.905829187042535,-79.41311979654658,-7.5544447858647565,-67.83602252423236,19.067911832358522,10.724987625452028,-0.8542168075477816,3.6325316984919684,15.521745424448387,1
23.981152640794846,-92.99469008736739,-4.188894433599208,-83.54583353213651,16.20086595276863,5.989424952131575,-0.8983935809157774,7.075323453752311,15.446052291751409,1
15.943874435517907,-78.57351699758317,-8.676719833642371,-66.8104899798281,13.18809059404283,10.076480758798759,-0.8502927154398652,-8.03727820527694,16.39156558078002,1
9.798849820315041,-90.56959503193598,-13.299121213853564,-78.56494675166216,37.77619013231722,9.350947389611616,-0.867453871870635,-6.145024615202866,15.98060071444418,1
15.602182886312386,-98.34144500762318,-11.457799392568116,-87.01655396818367,18.0549683861519,5.144636828861755,-0.8848411071913501,5.803333065997345,16.446377793996543,1
10.714457154661215,-81.44937175979867,-14.335533940209702,-61.48504214465478,3.9157271547392916,6.688241060794857,-0.7548866254130594,-4.887725731651171,15.208103387520277,0
16.06783107304765,-90.18571157164321,-13.098634772706678,-82.20317237316564,4.54377109054397,12.855959295065801,-0.9114877515422827,5.353373918386435,13.625439073970842,1
13.689556406584815,-89.34378838280672,-7.047997113623742,-80.24771456418297,15.000529732066177,6.711834741489772,-0.8981901833192875,-2.3782746664628345,13.174575468184221,1
27.56665435049518,-80.36291296873766,-10.412549490366851,-63.2442654203869,26.042863222321987,10.117271265930208,-0.786983227673773,13.877097943910366,16.72813637422025,1
18.84754284052478,-76.84421440381116,-9.148399713969754,-66.40233938026662,1.7240076706965084,10.268104866875113,-0.8641163037624474,-8.7191115099704,17.377208365062728,0
16.76033232182372,-86.36165479682755,-8.305055785167232,-75.75426459826127,21.13159042013494,7.45909525834345,-0.877174758859175,-2.0872105187010597,18.586383398495233,1
5.7728629878153,-84.079354281448,-15.628144187850808,-67.95030632278929,2.0088922453701388,0.3148949946862175,-0.8081687364910425,-10.987469334008422,16.52738978144876,0
27.834700832664403,-79.60798503796495,-10.51116701048836,-72.06924056625978,9.547708850013288,9.516612582034082,-0.9053016431277391,22.0618378448491,19.356418666664677,1
18.625206623711257,-95.02701863496439,-9.561172549420988,-87.41410854043485,13.277175030970472,6.507485143139068,-0.9198868792920826,-9.209494208953146,17.56812912130789,1
22.187419635234164,-80.28888950613774,-9.76382395804165,-64.3591133911192,11.829018032450216,1.8222446554910539,-0.8015942552624914,3.562213011522907,18.23610448024977,1
27.184504994062184,-88.62315358742173,-10.970506406083292,-74.09476606408296,46.5116404142577,3.790272570501373,-0.8360655452745441,4.99708535882802,20.320939014697462,1
