SINR,RSRP,RSRQ,RSSI,DL,UL,RSSI_RSRP_ratio,delta_SINR,rolling_sinr_5,Normal_traffic
23.93728959390633,-72.3030918860857,-10.446336877658783,-58.8560477979285,20.77072518858745,8.372475811541646,-0.8140183973963167,0.0,23.93728959390633,1
10.304482693484172,-89.8289131643198,-4.656394665206796,-81.03506106514416,28.59696252543216,10.34912272185933,-0.9021044261640584,-13.632806900422162,17.120886143695255,1
16.901540119925674,-85.9459509063754,-12.06678417783746,-72.99306157078426,28.19909951451907,7.753249740040029,-0.849290280132085,6.5970574264415,17.047770802438727,1
20.11327350452185,-86.0983472617548,-8.937873147202136,-79.76543568276756,12.364143592957408,7.258740509890137,-0.9264455973100202,3.2117333845961724,17.814146477959508,1
16.659428393479907,-87.30633525249154,-9.386310449699158,-76.58459297931176,27.442078285859964,12.989094134635543,-0.8771939846133012,-3.4538451110419395,17.583202861063587,1
-7.875396096210013,-90.04415641225313,-21.29095033089901,-68.86625843763359,2.7818902479401424,0.1932078756197496,-0.7648054067777009,-24.53482448968992,11.220665723040316,0
-1.2707651148861068,-84.51357667436871,-17.80528345322164,-63.799094965910086,0.6438186404866109,0.0234736167364195,-0.75489757647852,6.604630981323906,8.905616161366261,0
21.575189192865007,-76.61442064906565,-9.453324407448,-67.75458160086657,25.407482291455693,12.22923442159449,-0.8843580639584828,22.845954307751114,9.840345975954127,1
21.017683373204854,-84.57747427153569,-9.999742069010065,-73.92515702935816,29.096236192407456,10.679013104599136,-0.8740525393081515,-0.5575058196601539,10.02122794969073,1
20.152951979840115,-89.2544204451945,-8.119011007673324,-76.91139358137305,31.821672947807667,5.554159011826632,-0.8617096199385426,-0.8647313933647389,10.719932666962771,1
17.367534043698974,-92.06362879450278,-8.42369991691949,-79.46755266735256,38.5005760458669,11.650510374273315,-0.8631807462375078,-2.7854179361411404,15.768518694944566,1
16.229767976832495,-76.99951076589761,-9.22072951858372,-68.1009414790393,26.47366643190469,10.003561739863468,-0.8844334193454017,-1.1377660668664795,19.26862531328829,1
17.56086838272247,-93.845251518697,-8.083364121749117,-87.99682857568453,32.90867419076952,10.068520484987175,-0.9376801299368098,1.331100405889977,18.465761151259784,1
-3.492761867050954,-81.94508325475637,-8.796543110915533,-57.49686252947295,2.4657867821063206,8.085560455660431,-0.7016511490881241,-21.053630249773427,13.56367210320862,0
12.350980098320893,-88.21591671013515,-9.619689802728146,-81.67569722816093,24.02060603207651,10.788437186280616,-0.9258612203812872,15.843741965371846,12.003277726904775,1
21.17086192856741,-86.23667981948209,-7.558721537285466,-73.15566658411912,26.90527233610796,3.157495206482944,-0.8483126424735055,8.81988183024652,12.76394330387846,1
15.690495692060969,-87.89475878674462,-13.04011282904645,-80.08854170672575,33.33117006995117,10.422289550886797,-0.9111867635913816,-5.480366236506445,12.656088846924158,1
-6.726730247539965,-82.51093616793345,-20.330356597249533,-58.57728618883118,0.0,0.2761393060459561,-0.7099335942532029,-22.41722593960093,7.798569120871669,0
